fraud_flag,payment_id,hashed_ip,device,version,adjusted_pmt_created_at,merchant_name,hashed_consumer_id,adjusted_acc_created_at,amount,hashed_buyer_email,hashed_consumer_email,hashed_buyer_phone,hashed_consumer_phone,consumer_phone_age,merchant_account_age,ltv,hashed_zip,consumer_gender,consumer_age
,7719,ip_4898,iPhone OS,13,2021-05-05 09:11:56.798000,Blue Shop,consumer_5785,2021-05-05 09:12:11.201000,12880,email_000000001109@gmail.com,email_000000001109@gmail.com,818000004664,818000004664,162,0,0,3698104,Male,61
,7720,ip_4899,iPhone OS,13,2021-04-28 22:06:39.198000,Blue Shop,consumer_4513,2021-04-28 22:06:51.733000,5900,email_001051@icloud.com,email_001051@icloud.com,818000001024,818000001024,23,0,0,4278167,,17
,7721,ip_4900,Android,9,2021-05-06 20:36:33.676000,Red Shop,consumer_7097,2021-05-06 20:36:44.644000,18810,email_000000001008@gmail.com,email_000000001008@gmail.com,817000000882,817000000882,72,0,0,3978137,,41
,7722,ip_4901,Android,9,2021-04-27 20:30:49.768000,Red Shop,consumer_1966,2021-04-22 14:12:39.332000,25600,email_00000000002941@ezweb.ne.jp,email_00000000002941@ezweb.ne.jp,818000003850,818000003850,191,0,0,5898109,Male,23
,7723,ip_4902,Mac OS X,10,2021-05-05 19:34:02.852000,Red Shop,consumer_5172,2021-05-04 17:16:14.044000,45000,email_00007876@gmail.com,email_00007876@gmail.com,818000002385,818000002385,38,0,0,4068135,Male,24
,7724,ip_4902,Mac OS X,10,2021-05-05 19:01:42.263000,Red Shop,consumer_5172,2021-05-04 17:16:14.044000,1530,email_00007876@gmail.com,email_00007876@gmail.com,818000002385,818000002385,2,0,0,4068135,Female,43
,7725,ip_4902,Mac OS X,10,2021-05-05 18:55:42.765000,Red Shop,consumer_5172,2021-05-04 17:16:14.044000,54999,email_00007876@gmail.com,email_00007876@gmail.com,818000002385,818000002385,21,0,0,4068135,Female,26
,7726,ip_4903,iPhone OS,13,2021-05-05 15:06:53.895000,Red Shop,consumer_5939,2021-05-05 15:06:59.987000,21000,email_00000000007436@ezweb.ne.jp,email_000000000000099@au.com,817000000871,817000000871,184,0,0,3858106,,61
,7727,ip_4904,Android,9,2021-04-28 20:30:44.369000,Blue Shop,consumer_4173,2021-04-28 20:31:07.027000,3000,email_00000000000001930@docomo.ne.jp,email_00000000000001930@docomo.ne.jp,818000003165,818000003165,33,0,0,5988903,Female,24
,7728,ip_4905,iPhone OS,13,2021-05-06 19:35:24.233000,Red Shop,consumer_7060,2021-05-06 19:35:36.155000,10733,email_00000000868@icloud.com,email_00000000868@icloud.com,818000001120,818000001120,113,326,1263,4078103,Female,68
,7729,ip_4905,iPhone OS,13,2021-05-06 19:36:43.930000,Red Shop,consumer_7060,2021-05-06 19:35:36.155000,10733,email_00000000868@icloud.com,email_00000000868@icloud.com,818000001120,818000001120,151,326,1263,4078103,Male,42
,7730,ip_4906,iPhone OS,12,2021-05-07 06:58:25.124000,Red Shop,consumer_1485,2020-06-14 15:26:12.467000,10000,email_00000000001125@gmail.com,email_00000000001125@gmail.com,818000003773,818000003773,25,328,19500,4228143,Male,30
,7731,ip_4907,Android,9,2021-04-26 12:53:03.991000,Red Shop,consumer_593,2021-01-12 02:02:25.725000,13000,email_0000002276@gmail.com,email_0000002277@mineo.jp,819000006756,819000006756,195,114,450,4208114,Female,27
,7732,ip_4907,Android,9,2021-04-26 09:59:47.000000,Red Shop,consumer_593,2021-01-12 02:02:25.725000,13000,email_0000002276@gmail.com,email_0000002277@mineo.jp,819000006756,819000006756,175,114,450,4208114,Male,20
,7733,ip_4907,Android,9,2021-04-26 10:01:07.300000,Red Shop,consumer_593,2021-01-12 02:02:25.725000,13000,email_0000002276@gmail.com,email_0000002277@mineo.jp,819000006756,819000006756,167,114,450,4208114,Male,23
,7734,ip_4908,iPhone OS,13,2021-04-28 17:12:20.254000,Blue Shop,consumer_4256,2021-04-28 17:12:32.429000,4690,email_0006681@mac.com,email_0006681@mac.com,819000006283,819000006283,169,0,0,8586533,Male,49
,7735,ip_4909,Android,9,2021-04-29 23:04:24.051000,Blue Shop,consumer_5407,2021-04-29 23:04:42.040000,2214,email_00000004116@gmail.com,email_00000004116@gmail.com,817000000830,817000000830,92,0,0,8638423,Male,62
,7736,ip_4910,iPhone OS,13,2021-05-02 17:18:47.516000,Red Shop,consumer_3464,2021-05-02 17:18:55.333000,18810,email_00000000007310@gmail.com,email_00000000007310@gmail.com,817900000954,818000004794,167,636,6000,9229415,,28
,7737,ip_4911,iPhone OS,13,2021-04-27 19:29:31.863000,Blue Shop,consumer_3521,2021-04-27 19:29:43.529000,3780,email_00000000005542@i.softbank.jp,email_00000000005542@i.softbank.jp,819000006879,819000006879,97,0,0,4288137,Male,16
,7738,ip_4912,Mac OS X,10,2021-05-07 14:00:40.821000,Red Shop,consumer_5172,2021-05-04 17:16:14.044000,45000,email_00007876@gmail.com,email_00007876@gmail.com,818000002385,818000002385,183,0,0,4068135,Female,30
,7739,ip_4912,Mac OS X,10,2021-05-05 19:49:33.058000,Red Shop,consumer_5172,2021-05-04 17:16:14.044000,54999,email_00007876@gmail.com,email_00007876@gmail.com,818000002385,818000002385,163,0,0,4068135,,37
,7740,ip_4913,Android,9,2021-04-28 03:34:55.154000,Red Shop,consumer_7565,2020-11-10 07:58:53.700000,4560,email_00000000000396@gmail.com,email_00000000000396@gmail.com,819000005214,819000005214,3,94,2000,6798106,Male,48
,7741,ip_4914,iPhone OS,13,2021-05-01 01:45:40.527000,Blue Shop,consumer_1186,2021-03-26 19:22:14.127000,6900,email_00000004779@docomo.ne.jp,email_00000004779@docomo.ne.jp,819000005174,819000005174,161,0,0,8576930,Female,22
,7742,ip_4914,iPhone OS,13,2021-05-01 01:42:39.093000,Blue Shop,consumer_1186,2021-03-26 19:22:14.127000,6900,email_00000004779@docomo.ne.jp,email_00000004779@docomo.ne.jp,819000005174,819000005174,20,0,0,8576930,Male,56
,7743,ip_4914,iPhone OS,13,2021-05-01 01:55:25.524000,Blue Shop,consumer_1186,2021-03-26 19:22:14.127000,6900,email_00000004779@docomo.ne.jp,email_00000004779@docomo.ne.jp,819000005174,819000005174,195,0,0,8576930,Male,21
,7744,ip_4914,iPhone OS,13,2021-05-01 01:49:37.602000,Blue Shop,consumer_1186,2021-03-26 19:22:14.127000,6900,email_00000004779@docomo.ne.jp,email_00000004779@docomo.ne.jp,819000005174,819000005174,168,0,0,8576930,Female,51
,7745,ip_4915,iPhone OS,13,2021-05-05 21:04:03.694000,Red Shop,consumer_190,2019-02-18 19:48:46.942000,18000,email_000000000001734@ezweb.ne.jp,email_000000000001734@ezweb.ne.jp,819000007907,819000007907,68,695,12500,8688106,Female,28
,7746,ip_4916,iPhone OS,11,2021-04-28 23:58:44.520000,Blue Shop,consumer_4534,2021-04-28 23:59:02.451000,6580,email_000000000000003849@ezweb.ne.jp,email_000000000000003849@ezweb.ne.jp,817000000349,817000000349,127,0,0,6938120,Female,34
,7747,ip_4917,,,2021-05-05 13:54:27.920000,Blue Shop,consumer_5992,2021-05-05 13:54:40.508000,3570,email_000000000001066@docomo.ne.jp,email_000000000001066@docomo.ne.jp,818000001353,818000001353,79,0,0,3978144,Female,68
,7748,ip_4918,iPhone OS,13,2021-04-30 22:07:56.208000,Blue Shop,consumer_6321,2021-04-30 22:08:06.016000,2500,email_000000000006496@docomo.ne.jp,email_000000000006496@docomo.ne.jp,818000001709,818000001709,118,0,0,1115419,Male,47
,7749,ip_4919,iPhone OS,13,2021-04-29 13:14:23.435000,Red Shop,consumer_4065,2021-04-28 12:50:40.222000,7581,email_0000006935@au.com,email_0000006935@au.com,819000007643,819000007643,73,377,1800,4288184,Male,58
,7750,ip_4920,Android,9,2021-05-06 10:52:45.523000,Red Shop,consumer_457,2020-12-15 22:46:57.124000,17100,email_00002127@mopera.net,email_00002127@mopera.net,819000007882,819000007882,7,143,9800,1229811,Female,18
,7751,ip_4921,Android,9,2021-04-29 17:01:06.569000,Red Shop,consumer_2218,2021-04-23 21:43:44.471000,3325,email_000000000006377@gmail.com,email_000000000006377@gmail.com,817000000654,817000000654,129,0,0,2548130,,33
,7752,ip_4922,iPhone OS,13,2021-05-03 11:31:43.676000,Blue Shop,consumer_4094,2021-05-03 11:31:55.036000,10320,email_000000003830@icloud.com,email_000000003830@icloud.com,818000001696,818000001696,182,0,0,1093894,Male,30
,7753,ip_4923,Android,9,2021-05-01 19:31:34.758000,Blue Shop,consumer_883,2021-03-05 15:21:38.615000,22880,email_000000007363@gmail.com,email_000000007363@gmail.com,819000006547,819000006547,86,0,0,7679230,,54
,7754,ip_4923,Android,9,2021-05-01 18:58:47.530000,Blue Shop,consumer_883,2021-03-05 15:21:38.615000,22880,email_000000005821@docomo.ne.jp,email_000000007363@gmail.com,819000006547,819000006547,58,0,0,7679230,Female,36
,7755,ip_4923,Android,9,2021-05-01 18:59:22.924000,Blue Shop,consumer_883,2021-03-05 15:21:38.615000,22880,email_000000005821@docomo.ne.jp,email_000000007363@gmail.com,819000006547,819000006547,63,0,0,7679230,Male,63
,7756,ip_4924,Android,10,2021-04-30 01:23:27.065000,Red Shop,consumer_985,2021-03-18 00:59:44.048000,500,email_00007735@docomo.ne.jp,email_00007735@docomo.ne.jp,818000001270,818000001270,171,44,27000,2888123,Female,25
,7757,ip_4925,Android,7,2021-04-26 22:27:51.475000,Blue Shop,consumer_2170,2021-04-26 22:29:05.819000,7950,email_0000003206@gmail.com,email_0000003206@gmail.com,818000002015,818000002015,192,0,0,6028206,Female,62
,7758,ip_4926,iPhone OS,13,2021-05-05 21:51:21.015000,Blue Shop,consumer_6420,2021-05-05 21:52:47.452000,11300,email_000000006886@gmail.com,email_000000006886@gmail.com,818000004696,818000004696,13,0,0,6309503,Male,25
,7759,ip_4927,Android,9,2021-04-28 22:31:35.323000,Red Shop,consumer_1321,2021-04-05 12:05:49.887000,1200,email_00000000003182@gmail.com,email_00000000003182@gmail.com,817000000618,817000000618,155,24,2300,1073814,Male,51
,7760,ip_4928,Android,9,2021-05-02 10:18:34.239000,Red Shop,consumer_7586,2020-11-22 23:58:55.638000,999,email_00000000000000008196@docomo.ne.jp,email_0000000000008195@docomo.ne.jp,819000007322,819000007322,113,857,820,3478099,Male,24
,7761,ip_4929,iPhone OS,13,2021-05-05 19:24:51.172000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,18600,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,16,0,0,5858126,Female,20
,7762,ip_4929,iPhone OS,13,2021-05-05 19:25:18.776000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,18600,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,142,0,0,5858126,Male,32
,7763,ip_4929,iPhone OS,13,2021-05-06 06:51:50.699000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,18600,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,53,0,0,5858126,Male,70
,7764,ip_4929,iPhone OS,13,2021-05-06 07:12:11.660000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,18600,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,200,0,0,5858126,,45
,7765,ip_4929,iPhone OS,13,2021-05-05 19:20:55.562000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,2300,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,134,0,0,5858126,Male,37
,7766,ip_4929,iPhone OS,13,2021-05-05 19:22:58.238000,Blue Shop,consumer_6150,2021-05-05 19:21:18.082000,18600,email_000004716@gmail.com,email_000004716@gmail.com,818000002315,818000002315,157,0,0,5858126,Female,38
,7767,ip_4930,Windows NT,10,2021-04-26 08:40:56.798000,Blue Shop,consumer_1660,2021-04-26 08:41:14.543000,6210,email_000002066@fuki-no-tou.com,email_000002066@fuki-no-tou.com,818000001375,818000001375,71,0,0,2598928,Male,56
,7768,ip_4931,iPhone OS,13,2021-05-08 16:53:27.660000,Red Shop,consumer_2879,2021-05-08 16:53:37.090000,7600,email_0000000000000004771@docomo.ne.jp,email_0000000000000004771@docomo.ne.jp,818000001045,818000001045,141,268,4900,6129253,Male,64
,7769,ip_4931,iPhone OS,13,2021-05-08 16:54:12.441000,Red Shop,consumer_2879,2021-05-08 16:53:37.090000,7600,email_0000000000000004771@docomo.ne.jp,email_0000000000000004771@docomo.ne.jp,818000001045,818000001045,77,268,4900,6129253,Female,17
,7770,ip_4932,iPhone OS,13,2021-04-30 12:02:40.207000,Blue Shop,consumer_5750,2021-04-30 12:02:49.836000,6580,email_00000007048@icloud.com,email_00000007048@icloud.com,818000003994,818000003994,116,0,0,6088102,Female,30
,7771,ip_4932,iPhone OS,13,2021-04-30 12:03:18.801000,Blue Shop,consumer_5750,2021-04-30 12:02:49.836000,6580,email_00000007048@icloud.com,email_00000007048@icloud.com,818000003994,818000003994,60,0,0,6088102,Female,65
,7772,ip_4933,iPhone OS,13,2021-04-27 18:36:44.826000,Red Shop,consumer_3435,2021-04-27 18:36:57.888000,1900,email_0000941@outlook.jp,email_0000941@outlook.jp,819000006367,819000006367,105,385,15600,5738164,Female,23
,7773,ip_4934,iPhone OS,13,2021-04-29 11:56:22.863000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,9,46,5000,5738949,Female,60
,7774,ip_4934,iPhone OS,13,2021-04-29 11:43:46.739000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,12,46,5000,5738949,Female,55
,7775,ip_4934,iPhone OS,13,2021-04-29 11:45:20.495000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,91,46,5000,5738949,,42
,7776,ip_4934,iPhone OS,13,2021-04-29 11:46:25.771000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,2,46,5000,5738949,Female,26
,7777,ip_4934,iPhone OS,13,2021-04-29 11:53:11.221000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,24,46,5000,5738949,Female,54
,7778,ip_4934,iPhone OS,13,2021-04-29 11:47:12.474000,Red Shop,consumer_4197,2021-04-28 20:48:28.227000,2000,email_000000000000003181@gmail.com,email_000000000000003181@gmail.com,818000004800,818000004800,73,46,5000,5738949,Male,58
,7779,ip_4935,iPhone OS,13,2021-05-06 20:24:29.279000,Red Shop,consumer_7057,2021-05-06 20:24:43.893000,4275,email_0004426@i.softbank.jp,email_0004426@i.softbank.jp,818000002345,818000002345,54,2155,2000,5178120,Male,36
,7780,ip_4935,iPhone OS,13,2021-05-07 23:13:51.327000,Red Shop,consumer_7057,2021-05-06 20:24:43.893000,14000,email_0004426@i.softbank.jp,email_0004426@i.softbank.jp,818000002345,818000002345,198,2156,3800,5178120,Female,21
,7781,ip_4936,iPhone OS,13,2021-05-02 18:30:01.478000,Red Shop,consumer_7462,2020-10-02 03:19:03.785000,1150,email_0000006135@gmail.com,email_0000006135@gmail.com,819000006486,817000000475,141,50,300,1106619,Female,50
,7782,ip_4937,Android,9,2021-05-04 10:35:59.748000,Red Shop,consumer_4954,2021-05-04 10:38:17.560000,6000,email_00000003212@gmail.com,email_00000003212@gmail.com,818000004124,818000004124,55,92,3650,1111250,Female,57
,7783,ip_4938,iPhone OS,13,2021-05-07 22:05:00.264000,Blue Shop,consumer_2647,2021-05-07 22:05:16.672000,1400,email_00000002263@ezweb.ne.jp,email_00000002263@ezweb.ne.jp,819000008156,819000008156,190,0,0,8048104,,37
,7784,ip_4939,Windows NT,10,2021-04-28 13:14:40.752000,Blue Shop,consumer_3971,2021-04-28 09:17:45.119000,7250,email_00000636@cure.ocn.ne.jp,email_00000636@cure.ocn.ne.jp,818600004968,819000007352,137,0,0,9618963,,52
,7785,ip_4939,Windows NT,10,2021-04-28 09:17:06.093000,Blue Shop,consumer_3971,2021-04-28 09:17:45.119000,14250,email_00000636@cure.ocn.ne.jp,email_00000636@cure.ocn.ne.jp,818600004968,819000007352,104,0,0,9618963,Female,47
,7786,ip_4940,iPhone OS,13,2021-05-01 15:38:30.331000,Red Shop,consumer_6810,2021-05-01 14:21:37.557000,23000,email_00000000001742@gmail.com,email_00000000001743@icloud.com,819000007294,819000007294,6,0,0,7848165,Female,50
,7787,ip_4941,Android,9,2021-05-03 23:20:09.453000,Red Shop,consumer_4672,2021-05-03 23:20:25.400000,87400,email_0000000000000000001142@docomo.ne.jp,email_0000000000000000001142@docomo.ne.jp,819000005615,819000005615,44,16,33500,4778093,Male,62
,7788,ip_4942,Android,9,2021-04-30 10:55:14.641000,Blue Shop,consumer_5791,2021-04-30 10:55:24.370000,3410,email_0000007219@gmail.com,email_0000007219@gmail.com,819000005516,819000005516,124,0,0,4798098,Female,70
,7789,ip_4943,Android,9,2021-04-27 23:33:40.147000,Red Shop,consumer_3709,2021-04-27 23:33:55.951000,4800,email_00000000002484@gmail.com,email_00000000002484@gmail.com,817000000610,817000000610,12,0,0,4638896,Female,20
,7790,ip_4944,iPhone OS,13,2021-05-05 20:42:03.746000,Blue Shop,consumer_6354,2021-05-05 20:42:19.253000,2980,email_00000004095@gmail.com,email_00000004095@gmail.com,818000001092,818000001092,200,0,0,6039267,,27
,7791,ip_4945,Android,6,2021-04-28 12:52:11.349000,Red Shop,consumer_1619,2021-04-26 02:03:05.966000,19580,email_0000001503@gmail.com,email_0000001503@gmail.com,818000004359,818000004359,129,0,0,1217691,Female,22
,7792,ip_4946,Android,8,2021-04-29 01:47:30.099000,Red Shop,consumer_4594,2021-04-29 01:47:47.096000,2850,email_000003139@gmail.com,email_000003139@gmail.com,818000004237,818000004237,75,0,0,9738173,Female,40
,7793,ip_4947,iPhone OS,13,2021-05-01 22:49:24.553000,Blue Shop,consumer_7180,2021-05-01 22:49:57.098000,13590,email_0000244@gmail.com,email_0000244@gmail.com,818000003533,818000003533,150,0,0,7738334,Male,42
,7794,ip_4948,iPhone OS,13,2021-05-05 10:10:27.352000,Blue Shop,consumer_290,2019-06-12 22:50:33.096000,11803,email_0000000002553@i.softbank.jp,email_000002552@i.softbank.jp,817000000850,817000000850,194,0,0,1024614,Female,20
,7795,ip_4948,iPhone OS,13,2021-05-05 08:46:23.732000,Blue Shop,consumer_290,2019-06-12 22:50:33.096000,21736,email_0000000002553@i.softbank.jp,email_000002552@i.softbank.jp,817000000850,817000000850,85,0,0,1024614,Male,20
,7796,ip_4949,iPhone OS,13,2021-05-03 14:49:20.833000,Red Shop,consumer_7000,2021-05-01 20:39:51.331000,1600,email_000000001740@icloud.com,email_000000001740@icloud.com,818000004255,818000004255,87,463,3800,1244050,,57
,7797,ip_4949,iPhone OS,13,2021-05-01 20:39:39.670000,Red Shop,consumer_7000,2021-05-01 20:39:51.331000,3800,email_000000001740@icloud.com,email_000000001740@icloud.com,818000004255,818000004255,113,461,13600,1244050,Male,17
,7798,ip_4950,iPhone OS,13,2021-05-02 22:46:47.105000,Red Shop,consumer_276,2019-05-27 15:29:05.960000,23750,email_000005503@gmail.com,email_000005503@gmail.com,817000000682,817000000682,54,719,71000,5539313,Male,57
,7799,ip_4951,iPhone OS,13,2021-05-03 21:30:00.525000,Red Shop,consumer_4661,2021-05-03 21:30:17.997000,48450,email_0000000002038@docomo.ne.jp,email_000000000003843@gmail.com,819000007879,819000007402,104,466,3108,5729651,Male,32
,7800,ip_4951,iPhone OS,13,2021-05-03 21:32:17.121000,Red Shop,consumer_4661,2021-05-03 21:30:17.997000,48450,email_0000000002038@docomo.ne.jp,email_000000000003843@gmail.com,819000007879,819000007402,144,466,3108,5729651,Male,32
,7801,ip_4952,iPhone OS,13,2021-05-06 19:58:27.848000,Blue Shop,consumer_6855,2021-05-06 19:58:42.974000,6270,email_000000005289@gmail.com,email_000000005289@gmail.com,819000006197,819000006197,111,0,0,5578153,Female,40
,7802,ip_4953,iPhone OS,13,2021-05-07 12:26:10.467000,Blue Shop,consumer_2435,2021-05-07 12:27:18.279000,11100,email_000000002555@gmail.com,email_000000002555@gmail.com,819000007604,819000007604,56,0,0,9728197,,59
,7803,ip_4954,Android,9,2021-04-29 19:09:44.303000,Blue Shop,consumer_5182,2021-04-29 19:09:58.008000,510,email_000000006101@gmail.com,email_000000006101@gmail.com,818000004329,818000004329,20,0,0,1156820,Male,23
,7804,ip_4955,iPhone OS,13,2021-05-07 21:25:26.129000,Blue Shop,consumer_2604,2021-05-07 21:25:44.591000,3488,email_0000007465@docomo.ne.jp,email_0000007465@docomo.ne.jp,819000008060,819000008060,130,0,0,1228811,,20
,7805,ip_4956,iPhone OS,13,2021-04-28 08:33:47.184000,Blue Shop,consumer_238,2019-05-06 22:00:15.262000,3292,email_00000000000000000007326@docomo.ne.jp,email_00000000000000000007326@docomo.ne.jp,817000000208,817000000208,67,0,0,6238893,Female,26
,7806,ip_4957,Android,8,2021-04-30 14:22:09.200000,Red Shop,consumer_1295,2021-04-09 11:28:25.673000,5000,email_0000000005609@gmail.com,email_0000000005609@gmail.com,819000005630,819000005630,36,0,0,5539244,Female,53
,7807,ip_4958,iPhone OS,13,2021-05-06 15:56:59.552000,Red Shop,consumer_6886,2021-05-06 15:57:13.897000,3167,email_00000000388@docomo.ne.jp,email_00000000388@docomo.ne.jp,818000001529,818000001529,183,0,0,5668198,Male,52
,7808,ip_4959,Android,9,2021-04-28 00:56:56.752000,Red Shop,consumer_3668,2021-04-28 00:57:12.364000,450,email_000000000004174@air.ocn.ne.jp,email_000000000004174@air.ocn.ne.jp,819000008085,819000008084,182,0,0,1067824,Male,59
,7809,ip_4960,iPhone OS,13,2021-04-26 04:24:08.193000,Red Shop,consumer_1628,2021-04-26 04:24:23.526000,7000,email_0000003628@icloud.com,email_0000003628@icloud.com,819000006818,819000006818,172,0,0,1183810,,42
,7810,ip_4961,iPhone OS,12,2021-04-30 08:29:07.552000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,29000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,19,0,0,1123129,Female,47
,7811,ip_4961,iPhone OS,12,2021-04-30 08:31:17.625000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,91000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,199,0,0,1123129,Female,70
,7812,ip_4961,iPhone OS,12,2021-04-30 08:24:52.005000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,73500,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,27,0,0,1123129,Female,64
,7813,ip_4961,iPhone OS,12,2021-04-30 08:18:55.099000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,84000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,144,0,0,1123129,Female,42
,7814,ip_4961,iPhone OS,12,2021-04-30 08:56:10.279000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,91000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,81,0,0,1123129,,67
,7815,ip_4961,iPhone OS,12,2021-04-30 08:27:21.369000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,39500,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,16,0,0,1123129,,58
,7816,ip_4961,iPhone OS,12,2021-04-30 08:26:04.361000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,52000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,156,0,0,1123129,Female,28
,7817,ip_4961,iPhone OS,12,2021-04-30 08:20:30.843000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,82500,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,186,0,0,1123129,Female,29
,7818,ip_4961,iPhone OS,12,2021-04-30 08:12:16.733000,Red Shop,consumer_5656,2021-04-30 08:12:30.095000,91000,email_00004675@icloud.com,email_00004675@icloud.com,818000001740,818000001740,166,0,0,1123129,Male,48
,7819,ip_4962,iPhone OS,13,2021-04-30 16:10:04.566000,Blue Shop,consumer_5877,2021-04-30 16:10:11.486000,11880,email_00000000000005469@icloud.com,email_00000000000005469@icloud.com,819000006141,819000006141,165,0,0,1235810,,27
,7820,ip_4963,iPhone OS,13,2021-04-27 23:38:20.535000,Red Shop,consumer_96,2019-11-14 13:43:54.692000,23655,email_00008080@icloud.com,email_00008080@icloud.com,819000006060,819000006060,42,0,0,5018105,,40
,7821,ip_4963,iPhone OS,13,2021-04-27 23:39:57.910000,Red Shop,consumer_96,2019-11-14 13:43:54.692000,23655,email_00008080@icloud.com,email_00008080@icloud.com,819000006060,819000006060,199,0,0,5018105,Female,49
,7822,ip_4964,Android,7,2021-05-03 00:21:32.124000,Red Shop,consumer_3776,2021-05-03 00:21:44.779000,900,email_000000000000943@docomo.ne.jp,email_000000000000943@docomo.ne.jp,819000005447,819000005447,25,523,2000,5568133,,29
,7823,ip_4965,Android,7,2021-05-03 12:59:35.768000,Red Shop,consumer_3776,2021-05-03 00:21:44.779000,400,email_000000000000943@docomo.ne.jp,email_000000000000943@docomo.ne.jp,819000005447,819000005447,8,523,2000,5568133,Female,38
,7824,ip_4965,Android,7,2021-05-03 08:24:48.458000,Red Shop,consumer_3776,2021-05-03 00:21:44.779000,850,email_000000000000943@docomo.ne.jp,email_000000000000943@docomo.ne.jp,819000005447,819000005447,95,523,2000,5568133,Female,56
,7825,ip_4965,Android,7,2021-05-03 18:13:10.681000,Red Shop,consumer_3776,2021-05-03 00:21:44.779000,699,email_000000000000943@docomo.ne.jp,email_000000000000943@docomo.ne.jp,819000005447,819000005447,169,523,2000,5568133,Female,60
,7826,ip_4965,Android,7,2021-05-03 09:04:22.677000,Red Shop,consumer_3776,2021-05-03 00:21:44.779000,390,email_000000000000943@docomo.ne.jp,email_000000000000943@docomo.ne.jp,819000005447,819000005447,83,523,2000,5568133,Female,22
,7827,ip_4966,iPhone OS,13,2021-04-26 02:01:07.078000,Red Shop,consumer_1618,2021-04-26 02:01:17.664000,9500,email_0002511@icloud.com,email_0002511@icloud.com,818000001116,818000001116,99,0,0,5538613,Male,25
,7828,ip_4967,iPhone OS,13,2021-04-27 15:39:03.996000,Blue Shop,consumer_3214,2021-04-27 15:39:28.200000,2350,email_00000000005675@docomo.ne.jp,email_00000000005675@docomo.ne.jp,812700000043,819000006312,62,0,0,6248225,Female,58
,7829,ip_4968,iPhone OS,13,2021-04-29 20:51:18.375000,Blue Shop,consumer_5339,2021-04-29 20:51:32.731000,2090,email_00001521@docomo.ne.jp,email_00001521@docomo.ne.jp,817000000481,817000000481,113,0,0,6330257,Male,19
,7830,ip_4969,Windows NT,10,2021-05-07 20:06:33.954000,Red Shop,consumer_2635,2021-05-07 20:07:05.846000,2200,email_0000000004502@bird.ocn.ne.jp,email_0000000004502@bird.ocn.ne.jp,814800000137,819000005179,21,38,7500,6178119,,18
,7831,ip_4970,Android,9,2021-05-07 23:00:15.712000,Blue Shop,consumer_2557,2021-05-07 23:02:20.388000,34720,email_0000000000003844@ezweb.ne.jp,email_0000000000003844@ezweb.ne.jp,818000003905,818000003905,63,0,0,4968303,Female,50
,7832,ip_4970,Android,9,2021-05-08 16:05:44.189000,Blue Shop,consumer_2557,2021-05-07 23:02:20.388000,34720,email_0000000000003844@ezweb.ne.jp,email_0000000000003844@ezweb.ne.jp,818000003905,818000003905,117,0,0,4968303,Male,37
,7833,ip_4970,Android,9,2021-05-08 16:04:22.823000,Blue Shop,consumer_2557,2021-05-07 23:02:20.388000,34720,email_0000000000003844@ezweb.ne.jp,email_0000000000003844@ezweb.ne.jp,818000003905,818000003905,117,0,0,4968303,Male,70
